model,cohort,criterion,feature,rbo
openai,proprietary,User Engagement,Go Live,0.7576583114803971
openai,proprietary,User Engagement,Play playlist on shuffle mode,0.7859745183007923
openai,proprietary,User Engagement,Access to podcasts,0.7950240286076716
openai,proprietary,User Engagement,Build photo collage,0.6713884789385919
openai,proprietary,User Engagement,Photo effects,0.2658193601464719
openai,proprietary,User Engagement,Access to movies,0.6797237572590561
openai,proprietary,User Engagement,Rate movies,0.7013151989354403
openai,proprietary,User Engagement,Keeping up with friends,0.7457849630181506
openai,proprietary,User Engagement,Play games,0.6410401400648569
openai,proprietary,User Engagement,Collaborate with others,0.478522496596129
openai,proprietary,User Engagement,Write notes,0.8118342011169042
openai,proprietary,User Engagement,Search for offer on item,0.47068082428432234
openai,proprietary,User Engagement,List items for sale,0.7838425035305855
openai,proprietary,User Interface and Experience,Broadcast messages to multiple contacts,0.7454479630112832
openai,proprietary,User Interface and Experience,Send files,0.4019036482059212
openai,proprietary,User Interface and Experience,Watch streams,0.6496882334042665
openai,proprietary,User Interface and Experience,Go Live,0.8094387391371737
openai,proprietary,User Interface and Experience,Play playlist on shuffle mode,0.861850492668364
openai,proprietary,User Interface and Experience,Access to podcasts,0.7275029552814489
openai,proprietary,User Interface and Experience,Build photo collage,0.8101149452813217
openai,proprietary,User Interface and Experience,Photo effects,0.6308252383016475
openai,proprietary,User Interface and Experience,Access to movies,0.7038959715402642
openai,proprietary,User Interface and Experience,Rate movies,0.7040209835611632
openai,proprietary,User Interface and Experience,Keeping up with friends,0.8985162629334746
openai,proprietary,User Interface and Experience,Play games,0.4462703317389243
openai,proprietary,User Interface and Experience,Collaborate with others,0.6279740643180853
openai,proprietary,User Interface and Experience,Write notes,0.6169955855866484
openai,proprietary,User Interface and Experience,Search for offer on item,0.6110830204675064
openai,proprietary,User Interface and Experience,List items for sale,0.7228496884634563
openai,proprietary,User Ratings,Broadcast messages to multiple contacts,0.5855741086717879
openai,proprietary,User Ratings,Send files,0.475169283742314
openai,proprietary,User Ratings,Watch streams,0.694298454102045
openai,proprietary,User Ratings,Go Live,0.621249425203698
openai,proprietary,User Ratings,Play playlist on shuffle mode,0.6586229385849063
openai,proprietary,User Ratings,Access to podcasts,0.49318280397521813
openai,proprietary,User Ratings,Build photo collage,0.7011614105056858
openai,proprietary,User Ratings,Photo effects,0.5280514810337172
openai,proprietary,User Ratings,Access to movies,0.6801921107701081
openai,proprietary,User Ratings,Rate movies,0.6435883959153292
openai,proprietary,User Ratings,Keeping up with friends,0.43778493181168576
openai,proprietary,User Ratings,Play games,0.17548696145187534
openai,proprietary,User Ratings,Collaborate with others,0.7197324687665388
openai,proprietary,User Ratings,Write notes,0.6731492440484493
openai,proprietary,User Ratings,Search for offer on item,0.327855137645437
openai,proprietary,User Ratings,List items for sale,0.6349669354547726
gemini,proprietary,Accessibility Features,Broadcast messages to multiple contacts,0.445856162893654
gemini,proprietary,Accessibility Features,Send files,0.22340044093388817
gemini,proprietary,Accessibility Features,Watch streams,0.3964798122810959
gemini,proprietary,Accessibility Features,Go Live,0.4961045381267175
gemini,proprietary,Accessibility Features,Play playlist on shuffle mode,0.71470096392632
gemini,proprietary,Accessibility Features,Access to podcasts,0.6090345160719728
gemini,proprietary,Accessibility Features,Build photo collage,0.3650972254022726
gemini,proprietary,Accessibility Features,Photo effects,0.3503502291314426
gemini,proprietary,Accessibility Features,Access to movies,0.675438830044186
gemini,proprietary,Accessibility Features,Rate movies,0.5812309191376016
gemini,proprietary,Accessibility Features,Keeping up with friends,0.48359584522277926
gemini,proprietary,Accessibility Features,Play games,0.08637378431925435
gemini,proprietary,Accessibility Features,Collaborate with others,0.48843389041675067
gemini,proprietary,Accessibility Features,Write notes,0.46746805290746574
gemini,proprietary,Accessibility Features,Search for offer on item,0.08403139919754878
gemini,proprietary,Accessibility Features,List items for sale,0.6758021921827576
gemini,proprietary,Cost and Pricing,Broadcast messages to multiple contacts,0.6966326198622559
gemini,proprietary,Cost and Pricing,Send files,0.30395745417519704
gemini,proprietary,Cost and Pricing,Watch streams,0.43704726761920276
gemini,proprietary,Cost and Pricing,Go Live,0.6651659940704512
gemini,proprietary,Cost and Pricing,Play playlist on shuffle mode,0.1326119581389725
gemini,proprietary,Cost and Pricing,Access to podcasts,0.5587900615393363
gemini,proprietary,Cost and Pricing,Build photo collage,0.35618948064303374
gemini,proprietary,Cost and Pricing,Photo effects,0.31794379769281284
gemini,proprietary,Cost and Pricing,Access to movies,0.13236682425230517
gemini,proprietary,Cost and Pricing,Rate movies,0.6636001681533066
gemini,proprietary,Cost and Pricing,Keeping up with friends,0.4270371206925537
gemini,proprietary,Cost and Pricing,Play games,0.1060484224056869
gemini,proprietary,Cost and Pricing,Collaborate with others,0.4133826047384128
gemini,proprietary,Cost and Pricing,Write notes,0.39398147507771486
gemini,proprietary,Cost and Pricing,Search for offer on item,0.3026144709481032
gemini,proprietary,Cost and Pricing,List items for sale,0.31751010821089115
gemini,proprietary,Cross-Platform Synchronization,Broadcast messages to multiple contacts,0.45277645042376496
gemini,proprietary,Cross-Platform Synchronization,Send files,0.19017348381054217
gemini,proprietary,Cross-Platform Synchronization,Watch streams,0.400098405351048
gemini,proprietary,Cross-Platform Synchronization,Go Live,0.6083546281905737
gemini,proprietary,Cross-Platform Synchronization,Play playlist on shuffle mode,0.8353707065254503
gemini,proprietary,Cross-Platform Synchronization,Access to podcasts,0.7377578618063713
gemini,proprietary,Cross-Platform Synchronization,Build photo collage,0.39324902080822854
gemini,proprietary,Cross-Platform Synchronization,Photo effects,0.4334139295393768
gemini,proprietary,Cross-Platform Synchronization,Access to movies,0.7112334855555572
gemini,proprietary,Cross-Platform Synchronization,Rate movies,0.690676727388218
gemini,proprietary,Cross-Platform Synchronization,Keeping up with friends,0.29670143150392503
gemini,proprietary,Cross-Platform Synchronization,Play games,0.4933563427741872
gemini,proprietary,Cross-Platform Synchronization,Collaborate with others,0.8268382327429609
gemini,proprietary,Cross-Platform Synchronization,Write notes,0.6563733479686839
gemini,proprietary,Cross-Platform Synchronization,Search for offer on item,0.2810127452501641
gemini,proprietary,Cross-Platform Synchronization,List items for sale,0.5976135545092762
gemini,proprietary,Customer Support,Broadcast messages to multiple contacts,0.1300116503613004
gemini,proprietary,Customer Support,Send files,0.18605689526894698
gemini,proprietary,Customer Support,Watch streams,0.18612231186938055
gemini,proprietary,Customer Support,Go Live,0.508752128405823
gemini,proprietary,Customer Support,Play playlist on shuffle mode,0.6763545345077983
gemini,proprietary,Customer Support,Access to podcasts,0.5328864032532787
gemini,proprietary,Customer Support,Build photo collage,0.4286388049177621
gemini,proprietary,Customer Support,Photo effects,0.4652984040132921
gemini,proprietary,Customer Support,Access to movies,0.6734957701027214
gemini,proprietary,Customer Support,Rate movies,0.5603806888587612
gemini,proprietary,Customer Support,Keeping up with friends,0.2717200002850231
gemini,proprietary,Customer Support,Play games,0.4154455677840863
gemini,proprietary,Customer Support,Collaborate with others,0.5839358033659505
gemini,proprietary,Customer Support,Write notes,0.5555418396695638
gemini,proprietary,Customer Support,Search for offer on item,0.0842047255548379
gemini,proprietary,Customer Support,List items for sale,0.4345657954149059
gemini,proprietary,Customization Options,Broadcast messages to multiple contacts,0.26807158489862526
gemini,proprietary,Customization Options,Send files,0.20659631504751327
gemini,proprietary,Customization Options,Watch streams,0.2127493277787128
gemini,proprietary,Customization Options,Go Live,0.2629133123648823
gemini,proprietary,Customization Options,Play playlist on shuffle mode,0.041363522473923636
gemini,proprietary,Customization Options,Access to podcasts,0.34186129680031385
gemini,proprietary,Customization Options,Build photo collage,0.43972649728812224
gemini,proprietary,Customization Options,Photo effects,0.4384576899652534
gemini,proprietary,Customization Options,Access to movies,0.06927704343372354
gemini,proprietary,Customization Options,Rate movies,0.32715357836763653
gemini,proprietary,Customization Options,Keeping up with friends,0.18606972436360678
gemini,proprietary,Customization Options,Play games,0.2792977693086842
gemini,proprietary,Customization Options,Collaborate with others,0.302877360417172
gemini,proprietary,Customization Options,Write notes,0.3643847799892442
gemini,proprietary,Customization Options,Search for offer on item,0.15329148138452756
gemini,proprietary,Customization Options,List items for sale,0.2810109462613379
gemini,proprietary,Feature Breadth and Richness,Broadcast messages to multiple contacts,0.7099692680741001
gemini,proprietary,Feature Breadth and Richness,Send files,0.5263251212319978
gemini,proprietary,Feature Breadth and Richness,Watch streams,0.7323097040709798
gemini,proprietary,Feature Breadth and Richness,Go Live,0.6577511405497825
gemini,proprietary,Feature Breadth and Richness,Play playlist on shuffle mode,0.8352237388495947
gemini,proprietary,Feature Breadth and Richness,Access to podcasts,0.6172592747094457
gemini,proprietary,Feature Breadth and Richness,Build photo collage,0.5393285835899564
gemini,proprietary,Feature Breadth and Richness,Photo effects,0.5397852325745031
gemini,proprietary,Feature Breadth and Richness,Access to movies,0.696188199292543
gemini,proprietary,Feature Breadth and Richness,Rate movies,0.7682546364541291
gemini,proprietary,Feature Breadth and Richness,Keeping up with friends,0.46076363815986043
gemini,proprietary,Feature Breadth and Richness,Play games,0.6258920211818486
gemini,proprietary,Feature Breadth and Richness,Collaborate with others,0.5539525802134528
gemini,proprietary,Feature Breadth and Richness,Write notes,0.6962903310486085
gemini,proprietary,Feature Breadth and Richness,Search for offer on item,0.24050701894304483
gemini,proprietary,Feature Breadth and Richness,List items for sale,0.6770712198680507
gemini,proprietary,Integration with Other Services,Broadcast messages to multiple contacts,0.15564465515785084
gemini,proprietary,Integration with Other Services,Send files,0.19730044485897788
gemini,proprietary,Integration with Other Services,Watch streams,0.5309661371168238
gemini,proprietary,Integration with Other Services,Go Live,0.5304529821234399
gemini,proprietary,Integration with Other Services,Play playlist on shuffle mode,0.8394680157145917
gemini,proprietary,Integration with Other Services,Access to podcasts,0.6993537870341604
gemini,proprietary,Integration with Other Services,Build photo collage,0.5209040803916642
gemini,proprietary,Integration with Other Services,Photo effects,0.4525942761484258
gemini,proprietary,Integration with Other Services,Access to movies,0.22683987226626812
gemini,proprietary,Integration with Other Services,Rate movies,0.6098869756211109
gemini,proprietary,Integration with Other Services,Keeping up with friends,0.3499443465219191
gemini,proprietary,Integration with Other Services,Play games,0.42441641479642167
