model,criterion,feature,rbo
openai,Regional and Geographical Availability,Rate movies,0.7652403622349412
openai,Regional and Geographical Availability,Keeping up with friends,0.861108363391655
openai,Regional and Geographical Availability,Play games,0.4460220400130638
openai,Regional and Geographical Availability,Collaborate with others,0.8159950036261853
openai,Regional and Geographical Availability,Write notes,0.8949900850966088
openai,Regional and Geographical Availability,Search for offer on item,0.7634236149401564
openai,Regional and Geographical Availability,List items for sale,0.7086189705074171
openai,Regular Updates and Maintenance,Broadcast messages to multiple contacts,0.7845101983853844
openai,Regular Updates and Maintenance,Send files,0.5575629264425925
openai,Regular Updates and Maintenance,Watch streams,0.654653585959007
openai,Regular Updates and Maintenance,Go Live,0.9076937555355833
openai,Regular Updates and Maintenance,Play playlist on shuffle mode,0.8859434050563099
openai,Regular Updates and Maintenance,Access to podcasts,0.9534746695263951
openai,Regular Updates and Maintenance,Build photo collage,0.7882580551768011
openai,Regular Updates and Maintenance,Photo effects,0.4562039046243681
openai,Regular Updates and Maintenance,Access to movies,0.8157740702592806
openai,Regular Updates and Maintenance,Rate movies,0.7072063385700268
openai,Regular Updates and Maintenance,Keeping up with friends,0.7687895876099344
openai,Regular Updates and Maintenance,Play games,0.8463982138385318
openai,Regular Updates and Maintenance,Collaborate with others,0.7304483346393602
openai,Regular Updates and Maintenance,Write notes,0.7190271849844322
openai,Regular Updates and Maintenance,Search for offer on item,0.6954547883122697
openai,Regular Updates and Maintenance,List items for sale,0.7371240482502592
openai,Security and Privacy,Broadcast messages to multiple contacts,0.8125863137455175
openai,Security and Privacy,Send files,0.5936197127428369
openai,Security and Privacy,Watch streams,0.7433615745321888
openai,Security and Privacy,Go Live,0.5220020234230719
openai,Security and Privacy,Play playlist on shuffle mode,0.8163120627986906
openai,Security and Privacy,Access to podcasts,0.7102073040769976
openai,Security and Privacy,Build photo collage,0.7494133809933267
openai,Security and Privacy,Photo effects,0.47533093032260887
openai,Security and Privacy,Access to movies,0.6639985515706617
openai,Security and Privacy,Rate movies,0.7341137256117303
openai,Security and Privacy,Keeping up with friends,0.7259813493752748
openai,Security and Privacy,Play games,0.3326235411514159
openai,Security and Privacy,Collaborate with others,0.5229197073450423
openai,Security and Privacy,Write notes,0.7976635612469962
openai,Security and Privacy,Search for offer on item,0.47676011241797245
openai,Security and Privacy,List items for sale,0.6427241243878828
openai,User Engagement,Broadcast messages to multiple contacts,0.7806239647127746
openai,User Engagement,Send files,0.6863965617681738
openai,User Engagement,Watch streams,0.7761978417178544
openai,User Engagement,Go Live,0.8557788151491046
openai,User Engagement,Play playlist on shuffle mode,0.9437257750931962
openai,User Engagement,Access to podcasts,0.8029538815018707
openai,User Engagement,Build photo collage,0.6093245199537504
openai,User Engagement,Photo effects,0.8227635148498104
openai,User Engagement,Access to movies,0.7130174743337212
openai,User Engagement,Rate movies,0.6421825185408908
openai,User Engagement,Keeping up with friends,0.8171601291412169
openai,User Engagement,Play games,0.6922242632613427
openai,User Engagement,Collaborate with others,0.8246228168673841
openai,User Engagement,Write notes,0.9028927530780791
openai,User Engagement,Search for offer on item,0.6384720247058943
openai,User Engagement,List items for sale,0.8836307655569906
openai,User Interface and Experience,Broadcast messages to multiple contacts,0.6776159788329936
openai,User Interface and Experience,Send files,0.5621160466383344
openai,User Interface and Experience,Watch streams,0.6375812057687672
openai,User Interface and Experience,Go Live,0.8730273333867699
openai,User Interface and Experience,Play playlist on shuffle mode,0.8839887376587168
openai,User Interface and Experience,Access to podcasts,0.8153739211732238
openai,User Interface and Experience,Build photo collage,0.8560960115174423
openai,User Interface and Experience,Photo effects,0.8025787746879052
openai,User Interface and Experience,Access to movies,0.6545502118180703
openai,User Interface and Experience,Rate movies,0.7868209824274198
openai,User Interface and Experience,Keeping up with friends,0.9570929563490704
openai,User Interface and Experience,Play games,0.4078564191120596
openai,User Interface and Experience,Collaborate with others,0.7282582888389567
openai,User Interface and Experience,Write notes,0.7266152861063259
openai,User Interface and Experience,Search for offer on item,0.5881037043046915
openai,User Interface and Experience,List items for sale,0.6795107903937435
openai,User Ratings,Broadcast messages to multiple contacts,0.5764362168113305
openai,User Ratings,Send files,0.563801290054535
openai,User Ratings,Watch streams,0.8170422366066511
openai,User Ratings,Go Live,0.7272192209685887
openai,User Ratings,Play playlist on shuffle mode,0.48562452089306885
openai,User Ratings,Access to podcasts,0.7281901292704858
openai,User Ratings,Build photo collage,0.6289751552338346
openai,User Ratings,Photo effects,0.5425683317437793
openai,User Ratings,Access to movies,0.6319675836549788
openai,User Ratings,Rate movies,0.6019038962288691
openai,User Ratings,Keeping up with friends,0.4724103490159391
openai,User Ratings,Play games,0.39566314498944816
openai,User Ratings,Collaborate with others,0.7263472093172181
openai,User Ratings,Write notes,0.6404352221924258
openai,User Ratings,Search for offer on item,0.55401883166817
openai,User Ratings,List items for sale,0.6334411420193771
gemini,Accessibility Features,Broadcast messages to multiple contacts,0.5543355759894821
gemini,Accessibility Features,Send files,0.7830073936824175
gemini,Accessibility Features,Watch streams,0.5510018183560266
gemini,Accessibility Features,Go Live,0.7286939653970833
gemini,Accessibility Features,Play playlist on shuffle mode,0.8820818066620127
gemini,Accessibility Features,Access to podcasts,0.8372638321451678
gemini,Accessibility Features,Build photo collage,0.4864176235862533
gemini,Accessibility Features,Photo effects,0.6275266090570306
gemini,Accessibility Features,Access to movies,0.8033429122540758
gemini,Accessibility Features,Rate movies,0.586507007641468
gemini,Accessibility Features,Keeping up with friends,0.8086995761558307
gemini,Accessibility Features,Play games,0.40498959302328047
gemini,Accessibility Features,Collaborate with others,0.7278271288620078
gemini,Accessibility Features,Write notes,0.8353430556869167
gemini,Accessibility Features,Search for offer on item,0.5644240062062187
gemini,Accessibility Features,List items for sale,0.6866669171857929
gemini,Cost and Pricing,Broadcast messages to multiple contacts,0.6769182553077616
gemini,Cost and Pricing,Send files,0.4747745789836747
gemini,Cost and Pricing,Watch streams,0.7629485123251869
gemini,Cost and Pricing,Go Live,0.7878920941294382
gemini,Cost and Pricing,Play playlist on shuffle mode,0.5655160576635145
gemini,Cost and Pricing,Access to podcasts,0.7508158063154052
gemini,Cost and Pricing,Build photo collage,0.744847217220847
gemini,Cost and Pricing,Photo effects,0.5920786555159399
gemini,Cost and Pricing,Access to movies,0.8024194108447695
gemini,Cost and Pricing,Rate movies,0.7241757459421259
gemini,Cost and Pricing,Keeping up with friends,0.6929826270403953
gemini,Cost and Pricing,Play games,0.41651384894674337
gemini,Cost and Pricing,Collaborate with others,0.6306833154995088
gemini,Cost and Pricing,Write notes,0.8055846019870057
gemini,Cost and Pricing,Search for offer on item,0.6509621558583828
gemini,Cost and Pricing,List items for sale,0.7310650331435046
gemini,Cross-Platform Synchronization,Broadcast messages to multiple contacts,0.805252830954965
gemini,Cross-Platform Synchronization,Send files,0.7758586008206158
gemini,Cross-Platform Synchronization,Watch streams,0.711178397677033
gemini,Cross-Platform Synchronization,Go Live,0.754476943628633
gemini,Cross-Platform Synchronization,Play playlist on shuffle mode,0.9190733007976901
gemini,Cross-Platform Synchronization,Access to podcasts,0.8846125361708733
gemini,Cross-Platform Synchronization,Build photo collage,0.741306436294322
gemini,Cross-Platform Synchronization,Photo effects,0.7650021709024979
gemini,Cross-Platform Synchronization,Access to movies,0.77072832166513
gemini,Cross-Platform Synchronization,Rate movies,0.7757265111669953
gemini,Cross-Platform Synchronization,Keeping up with friends,0.7963949978846352
gemini,Cross-Platform Synchronization,Play games,0.7662119323452311
gemini,Cross-Platform Synchronization,Collaborate with others,0.8709309950987778
gemini,Cross-Platform Synchronization,Write notes,0.8273242656915242
gemini,Cross-Platform Synchronization,Search for offer on item,0.587736206926832
gemini,Cross-Platform Synchronization,List items for sale,0.8759163809776209
gemini,Customer Support,Broadcast messages to multiple contacts,0.3664516270773166
gemini,Customer Support,Send files,0.62051916953341
gemini,Customer Support,Watch streams,0.45909079786016294
gemini,Customer Support,Go Live,0.6382772284836364
gemini,Customer Support,Play playlist on shuffle mode,0.8744814354388646
gemini,Customer Support,Access to podcasts,0.6211549595725475
gemini,Customer Support,Build photo collage,0.5728094663894989
gemini,Customer Support,Photo effects,0.6865892912193153
gemini,Customer Support,Access to movies,0.7448908130972515
gemini,Customer Support,Rate movies,0.5360506962229863
gemini,Customer Support,Keeping up with friends,0.6303188654840595
gemini,Customer Support,Play games,0.55926048009029
gemini,Customer Support,Collaborate with others,0.7012803882081069
gemini,Customer Support,Write notes,0.7490351924792311
gemini,Customer Support,Search for offer on item,0.6003579489028207
gemini,Customer Support,List items for sale,0.5483859543467658
gemini,Customization Options,Broadcast messages to multiple contacts,0.5394478533422064
gemini,Customization Options,Send files,0.40011517670671326
gemini,Customization Options,Watch streams,0.5581919975163446
gemini,Customization Options,Go Live,0.3861975675344293
gemini,Customization Options,Play playlist on shuffle mode,0.4921731384014903
gemini,Customization Options,Access to podcasts,0.8367373721397389
gemini,Customization Options,Build photo collage,0.33032674932200995
gemini,Customization Options,Photo effects,0.6824562466714716
gemini,Customization Options,Access to movies,0.7116104793990073
gemini,Customization Options,Rate movies,0.5705625628761678
gemini,Customization Options,Keeping up with friends,0.6846663818907048
gemini,Customization Options,Play games,0.37622318079363676
gemini,Customization Options,Collaborate with others,0.7907519638265946
gemini,Customization Options,Write notes,0.6984551132161567
gemini,Customization Options,Search for offer on item,0.48298176938724546
gemini,Customization Options,List items for sale,0.45481283229168457
gemini,Feature Breadth and Richness,Broadcast messages to multiple contacts,0.7284744038544811
gemini,Feature Breadth and Richness,Send files,0.7148665397873939
gemini,Feature Breadth and Richness,Watch streams,0.6986545995696795
gemini,Feature Breadth and Richness,Go Live,0.8812554074979817
gemini,Feature Breadth and Richness,Play playlist on shuffle mode,0.8473644388618895
gemini,Feature Breadth and Richness,Access to podcasts,0.9016836465075346
gemini,Feature Breadth and Richness,Build photo collage,0.5001305532702992
gemini,Feature Breadth and Richness,Photo effects,0.6366434475412094
gemini,Feature Breadth and Richness,Access to movies,0.7331534558552711
gemini,Feature Breadth and Richness,Rate movies,0.8256783704891321
gemini,Feature Breadth and Richness,Keeping up with friends,0.6810871592267932
gemini,Feature Breadth and Richness,Play games,0.8017844372004875
gemini,Feature Breadth and Richness,Collaborate with others,0.7273938037247374
gemini,Feature Breadth and Richness,Write notes,0.7762573933481939
gemini,Feature Breadth and Richness,Search for offer on item,0.34653856707364994
gemini,Feature Breadth and Richness,List items for sale,0.8648853232998237
gemini,Integration with Other Services,Broadcast messages to multiple contacts,0.5774166360756358
gemini,Integration with Other Services,Send files,0.8379513274063433
gemini,Integration with Other Services,Watch streams,0.7905294299455001
gemini,Integration with Other Services,Go Live,0.7885755204271774
gemini,Integration with Other Services,Play playlist on shuffle mode,0.8765334384114969
gemini,Integration with Other Services,Access to podcasts,0.8823014195632654
gemini,Integration with Other Services,Build photo collage,0.7709573486192701
